,Reward
0,7.198345121049067
1,7.55040010237429
2,9.473937600415248
3,16.517007935696988
4,11.913918109919761
5,7.076505174510887
6,8.227574622604012
7,13.639779475711594
8,7.065697439269105
9,36.91725757930152
10,20.09861923754291
11,29.3464874746645
12,16.952752906220617
13,62.03651853612182
14,29.27617903098381
15,22.10836332639623
16,4.455776395989414
17,5.770449922946247
18,8.181015264346211
19,12.84119134469795
20,5.34885777195754
21,16.99913263515697
22,18.46870964998602
23,8.420105181334868
24,6.566386815814504
25,20.20435016536936
26,9.880039483817761
27,8.699004554583421
28,6.574231885881949
29,13.146953736883795
30,30.238673279767006
31,15.309674206935945
32,11.155690349473188
33,17.249274943050843
34,26.490985083165928
35,37.99857621642128
36,36.90499127302482
37,20.14305917028973
38,18.133248121056745
39,25.97214930999366
40,6.862754283997497
41,23.955225954359147
42,47.05670529007121
43,5.093123947818653
44,6.293474900527806
45,3.800054722079973
46,6.141809942178617
47,40.234419919218674
48,19.939772192692818
49,21.56885102471213
50,43.784567004852995
51,18.390611387267615
52,5.955216287050099
53,46.56024324557689
54,5.364223969347496
55,6.398896794786224
56,43.11927514854789
57,13.816013466410238
58,21.479977465042804
59,13.394951085272698
60,49.9773415638715
61,10.857915200774817
62,21.94235283460288
63,26.43923828674597
64,26.939005788497376
65,23.712926299506616
66,5.684134991750162
67,3.58375979404188
68,67.90386880538394
69,8.464610414189604
70,15.95268670603625
71,11.29530701598868
72,18.5781260224919
73,35.55683177592272
74,5.304823803621678
75,13.12632478721763
76,40.178056421965046
77,21.15425406958902
78,51.21783753867745
79,28.359588441031978
80,42.1371551928211
81,10.249152511114424
82,28.217633554823955
83,9.858088146209921
84,9.340732688072794
85,5.516496167954198
86,17.84437057977173
87,41.186547767957414
88,47.315112987452004
89,5.134599913088328
90,38.756741208519315
91,30.09223039242523
92,15.243320043612695
93,13.292465774856531
94,27.27387282679532
95,58.96971038554937
96,11.243229131627968
97,15.310146745235706
98,5.778063965776248
99,8.386331411149973
100,32.76084718656484
