,Loss
0,27.996907845512034
1,19.986558733950368
2,14.479399842023849
3,9.901750076643657
4,12.962473325617612
5,16.165509757492693
6,16.24879009462893
7,15.07541543226689
8,3.876496321335435
9,3.7038048135116695
10,5.099269139197713
11,18.866304952278732
12,4.4780921746045355
13,4.927445296989754
14,22.696566524775697
15,2.7057472667831464
16,28.175926564680413
17,7.356679387297481
18,3.4220342849639565
19,19.26852409541607
20,12.20567769855261
21,8.839005503465888
22,10.824787582989666
23,8.744848477561026
24,4.058643423067406
25,13.806319618644192
26,12.447764328122139
27,3.9041098771616816
28,8.031146100666593
29,8.075798609014601
30,5.347480970865581
31,21.80532274264842
32,2.8157976415241137
33,24.78594010870438
34,2.720757158845663
35,0.893299466575263
36,0.9808974480256438
37,52.56050700540654
38,7.669569780677557
39,45.15396347958595
40,7.286427059397101
41,4.254941138358845
42,7.984520528608118
43,1.9605670100077988
44,23.37982200270053
45,4.947446209751069
46,22.42658888474107
47,4.087830789759755
48,1.7233590761054074
49,14.553395797312259
50,3.574945612448937
51,14.503289980813861
52,3.2941012650728227
53,3.2615594017901457
54,3.3155999505892395
55,2.2709170854184775
56,2.767068670038134
57,2.027113748190459
58,9.084365547390188
59,3.9699982758495027
60,17.34518198929727
61,2.929982248134911
62,2.6549842530861496
63,2.904628730751574
64,4.214039964647964
65,10.167073012096807
66,9.898796345287701
67,3.2265596312005074
68,24.607810576679185
69,10.182655571868327
70,2.3463477597921156
71,17.899034982919694
72,11.611378046218306
73,4.209479643218219
74,16.626048498807357
75,8.494659211765974
76,3.2847789034247397
77,10.030727192852646
78,1.6721908831968904
79,8.11298228513915
80,1.543038106081076
81,4.294094479735941
82,3.521450125955744
83,1.3563068456482141
84,2.0892353611357977
85,1.7737710668050568
86,2.101527845102828
87,1.7036580868414604
88,1.4442462395775693
89,7.4120610589161515
90,1.5510858980356717
91,2.407886535488069
92,9.136784854962025
93,2.3780107217040496
94,2.9972877343650906
95,0.7157826901995576
96,0.915147933231492
97,0.5252489312984835
98,1.6835502300877123
99,2.087920713764197
100,5.071624083817005
101,2.3108664254657922
102,1.9205766314873471
103,2.52464492758736
104,0.9888034069910645
105,3.3791451716271697
106,1.8575682613882236
107,5.015985710148016
108,4.506006456259638
109,1.1824435960385018
110,1.1500253778468505
111,9.794744384783552
112,2.1869676229543984
113,1.8978813335415907
114,1.9673362980247475
115,6.643464672053232
116,2.188087538909167
117,1.5847247720346787
118,3.5928397216892334
119,1.3586046625248855
120,1.7439677090384067
121,9.046525827457662
122,2.071055789384991
123,8.79303252431564
124,2.7007645341567694
125,15.572534563951194
126,8.885373480618
127,6.556199933076277
128,17.728755274321884
129,4.995168556680437
130,17.36065007802099
131,6.762221773900092
132,3.4756899883039294
133,1.7187715125270189
134,9.143745549023151
135,4.566254673991352
136,1.548762152955169
137,10.24136328760942
138,1.6497807279945846
139,1.8169327204115688
140,2.732652665866772
141,5.407150895614177
142,5.0511098898947235
143,1.0495287871395704
144,0.7515353490263805
145,5.430436270497739
146,0.7392610047660128
147,0.9896268860314195
148,1.2139358270913363
149,5.508648749394342
150,1.2095317200233695
151,0.9547806216753087
152,4.808706996403634
153,6.63062343231868
154,2.1298293387750165
155,4.843267157441005
156,2.1101157617755235
157,0.9804634973639622
158,7.834763999725692
159,3.1064712405074717
160,8.349136135354637
161,12.752021767990664
162,15.109549315692856
163,7.409682479873299
164,22.681832776550436
165,1.1041272370755906
166,2.4055862254463136
167,5.866295502707362
168,2.732059002578899
169,1.3002301172586157
170,6.70211729859002
171,2.1115725263371132
172,2.9517021984793246
173,1.3247139348881318
174,0.623193699028343
175,1.1110420436496498
176,8.158153298310935
177,2.888802431267686
178,5.577329939976335
179,5.543632613564841
180,3.378802119940519
181,3.2535117382649332
182,2.2853175013620786
183,10.518606158345937
184,2.2347498304210602
185,4.454518987680785
186,7.021926922578132
187,1.249801715835929
188,6.533080016076565
189,1.0955440767837898
190,5.05000269668526
191,46.24792689437745
