,Reward
0,85.26511069443664
1,7.818887762813663
2,7.0702312616109815
3,4.990000461002342
4,7.0978529466680484
5,7.076529039036716
6,7.1786653417587
7,9.161807920675335
8,355.8981292803239
9,195.92761937910365
10,200.96887486584353
11,215.7617507353008
12,520.2098822804629
13,599.8799071403403
14,300.13097240572995
15,186.2821052311788
16,382.2969627133491
17,286.68549291668046
18,325.60319513039485
19,288.53863551572596
20,233.23441766322713
