,Reward
0,9.420280986256568
1,10.548210162551172
2,32.540277542451435
3,381.2992849664582
4,373.40865596994473
5,324.1124832088628
6,377.90206040252946
7,331.58324336386767
8,437.4556390297308
9,384.5753018023707
10,422.6311089392924
11,396.3811333306206
12,431.4787415505598
13,392.2496765493956
14,446.20766952696874
15,434.393981036859
16,415.307466424442
17,468.64640756229466
18,447.1693961355345
19,399.2495053653998
20,468.25358366619247
21,425.7503392048149
22,418.08957625537676
23,433.1932420859239
24,456.36835977892645
25,472.36149177049606
26,440.4562783431527
27,411.6228765761036
28,400.4723588006749
29,408.1252047543099
30,490.6012665538758
31,384.8701668305133
32,482.0619421447347
33,419.4612096808187
34,436.98011119988604
35,458.00647680405245
36,431.2970456664684
37,403.5835182739578
38,397.4829166722971
39,382.35212042696975
40,356.6882525162488
41,440.6766304410943
42,436.3775316164506
43,404.48813441526124
44,519.2648502030785
45,399.29213523453893
46,274.09465645308046
47,427.01022197003476
48,404.7931013695267
49,338.39640958711243
50,335.6288108300173
