,0
0,1.6518126314505934
1,9.063173637129513
2,6.8432012214558195
3,5.455078812106512
4,0.951287939271424
5,4.601954981767631
6,3.9515746480232337
7,0.7690277617402899
8,3.587699863204398
9,3.477941838017796
10,0.603990515152691
11,2.7768251464702187
12,0.39683329169492937
13,3.1146955350679493
14,2.798850242862682
15,2.6366642802022398
16,2.3728270105057163
17,0.38782744498867033
18,2.3806590501248137
19,0.6773232618405018
20,2.4468248360139113
21,0.7109054069718695
22,2.9523459238145735
23,0.23972724110071794
24,2.528661181894131
25,2.3021446372382344
26,1.6939927505911327
27,2.0331278519006446
28,1.7504546694923193
29,1.3997016429028009
30,1.281656916670181
31,0.9556869096020819
32,0.28078948109914564
33,0.6964052526222076
34,0.5391195165168028
35,0.8672752407437656
36,0.5922148758138064
37,0.22920269967908097
38,1.3968264826951782
39,1.6241394672193565
40,0.2304794318974018
41,1.0773128589804402
42,1.0297457400898566
43,1.5583477765336284
44,0.24870527418097482
45,1.7168579593293543
46,0.47122120923449984
47,0.2193518468469847
48,1.0023902345536044
49,1.6671191381989048
50,0.946145890513435
51,0.8413964070787188
52,3.0657824083929883
53,2.3848267741850577
54,0.754407416540198
55,2.1175654587161263
56,0.6035530084976927
57,0.3294646625799942
58,0.5595134950126521
59,3.0051723106535064
60,0.5052977143066528
61,0.22581338474410587
62,0.9017666146435659
63,14.608123815828003
64,9.491936532600084
65,0.4563500809374091
66,0.8439523902721703
67,0.47562630092725156
68,9.203998305207643
69,0.7073429126990959
70,0.12647644554963336
71,6.47999773293559
72,0.8848144324030727
73,0.9154197095340351
74,0.5669071505835745
75,0.31565178378950803
76,0.20224147129338235
77,1.4060541916638614
78,0.949229866231326
79,0.5915103933308273
80,6.595004523009993
81,0.24512575912376633
82,0.6403312740847469
83,0.8020212559960782
84,0.2505279121920466
85,0.3979777538246708
86,0.4201493497923366
87,0.1568388447369216
88,0.3798481045174412
89,0.09363260170212015
90,0.23332009818404914
91,0.2580438238335773
92,0.28872044789313805
93,0.10148774623303325
94,0.13296943438072048
95,0.18042189949774184
96,0.10532053772039944
97,0.2144176259390406
98,6.251382185769034
99,0.22056790358619766
100,0.7961562596596196
101,4.559099086630158
102,0.4121826975279873
103,0.32001083804643715
104,0.543286807221375
105,0.11665085536660627
106,4.709493720320461
107,0.14151356164511525
108,0.5253638454363682
109,0.38332191537483595
110,0.05987040172185516
111,4.414354207355063
112,3.103618557354639
113,2.7107683525144237
114,0.18674689244217008
115,0.563565424841363
116,0.15059057884645882
117,0.23097107022040292
118,0.2515797544158886
