,Loss
0,3.5150119882928266
1,1.6334671707401867
2,1.1797230694442988
3,1.0595520161092282
4,0.8956930874148383
5,0.7494479028289789
6,0.3833828640752472
7,0.46613018894568087
8,0.37498505300754914
9,0.5019470993429422
10,4.202890059887432
11,2.8483266972820274
12,0.7772675719199469
13,0.2313178375712596
14,0.28811387505847963
15,33.477111986703676
16,3.5938347057439386
17,4.766716151940637
18,10.888286740949843
19,3.157268387034128
20,1.7104653347254497
21,0.6548605741234497
22,18.6806935110013
23,0.5338509383203928
24,0.7183869029046036
25,1.2537517306453083
26,2.189598613592625
27,1.5170230071534205
28,0.845430090354057
29,0.233565700618783
30,0.8199318593557109
31,0.059137555203142254
32,0.33443687149556356
33,0.2643615786568262
34,0.1306360761402175
35,0.393702760072847
36,0.11169240112503757
37,0.3595329173607752
38,0.33666838401695715
39,0.619831164352945
40,0.17810766030015657
41,0.22377285658085383
42,0.902514606452678
43,0.08829131945967675
44,0.19257799672559486
45,0.2576830053905724
46,0.21945799218665343
47,0.056485545811301566
48,0.09108386105945102
49,0.1615845326130511
50,2.0924114641180496
51,0.1252077703094983
52,0.08292907083023238
53,0.890281382350804
54,0.6657977104322071
55,0.22638315417279956
56,0.10240846265951405
57,0.21367562339364668
58,0.12583322232821956
59,0.09015247862989781
60,0.10160343952011316
61,0.21359297835479082
62,0.059199805130356255
63,0.11279351644188865
64,0.1870458153135587
65,0.09610689295004704
66,0.05905863443049384
67,0.07601305546886579
68,0.6783133818124043
69,0.054785034044471104
70,0.29828228990954814
71,0.15424356200674083
72,0.06444730302609969
73,0.1155589201044677
74,0.11393242617414216
75,0.0715368011209648
76,0.058963024655167826
77,0.10863730846831458
78,0.10515080078912434
79,0.07672301832426456
80,0.12278714741405565
81,0.14056514738767872
82,0.09454989023943199
83,0.06373421345779207
84,0.03687597287243989
85,0.10735861581197241
86,0.07875681744919802
87,0.06699422228848562
88,0.06117961812205976
89,0.1106845925001835
90,0.08724247017962625
91,0.0377209706188296
92,0.5160428591567324
93,0.1113818639452802
94,0.08854966644948944
95,0.10125999002202661
96,0.089569845985352
97,0.09443192829130567
98,0.10973225626803469
99,0.06953911507735029
100,0.2670460056993761
101,0.047699297794770244
102,0.16274421293210253
103,0.21960184596619
104,0.22731727130749277
105,0.04378350321676407
106,0.1540988528411617
107,0.15779880854679504
108,0.12207696974946884
109,0.10030613189010182
110,1.5414363887168292
111,0.12834821361134913
112,0.5014303434851172
113,0.05544029012175997
114,0.2627633775191498
115,0.10010908855474554
116,0.11997123649634886
117,0.04740774518068065
118,0.10004125862005822
119,0.10915616936340485
120,0.10716318395179769
121,0.0383277168868517
122,0.0739888955213246
123,0.023104247299852432
124,0.09259327008658147
125,0.10350257326726933
126,0.07618046839716044
127,0.18555977580363106
