,0
0,0.4512090997770429
1,0.4243558576330543
2,0.391451649274677
3,0.35139601123519243
4,0.4693221965804696
5,0.46488482840359213
6,0.6090700831264257
7,0.4747948572039604
8,0.7261370675638318
9,1.0275076359510422
10,1.1756500152871012
11,0.9910886004567147
12,1.0471825743064982
13,1.4040960118174552
14,1.0600554798337725
15,1.5482186714959425
16,2.152080833050422
17,13.063985984586179
18,13.564732110500335
19,6.18919030262623
20,21.4718204204808
21,15.285388771351426
22,16.208022293448447
23,70.53577898144722
24,35.76809123158455
25,37.43646954298019
26,53.76802687644958
27,475.75229048728943
28,649.5391457796097
29,246.99028253555298
30,37.69993722438812
31,419.052575981617
32,36.584771817922594
33,265.73953166007993
34,23.536145186424257
35,284.2302452802658
36,592.5621626198292
37,640.2095956683158
38,359.207217714563
39,269.7439909800887
40,31.037276223320806
41,466.3437935212045
42,455.8350021369755
43,325.7496391311288
44,45.42322852760553
45,15.453313897550107
46,523.7081278949976
47,235.30221316218376
48,16.481346278451383
49,17.170901781320573
50,14.237717849016189
51,9.338138633919879
52,470.077456118539
53,6.473065125990251
54,244.60680764294813
55,574.3797208710108
56,185.7236975730397
57,178.22072702399456
58,176.09725757986308
59,13.94258772879839
60,169.53857002705337
61,187.4985095605254
62,277.54123871028423
63,145.98239458436146
64,8.900752344354988
65,276.7750748336315
66,131.73644424267113
67,210.6834963798523
68,99.46942098736763
69,224.26646618098022
70,117.32351907637204
71,98.82490498091938
72,7.469246816635132
73,6.279146675230004
74,169.22976709082724
75,236.0662538215518
76,74.5630339524243
77,71.01495716123608
78,5.356958213844337
79,3.381047641515397
80,3.276445218641311
81,120.17762655243277
82,109.58028091304004
83,2.9009852749295533
84,51.21086217146367
85,1.7482831624773099
86,1.966863315507362
87,47.35614827573299
88,1.4436391437775455
89,1.5574430574197322
90,1.826618266827427
91,53.44154023495503
92,39.90394454352209
93,79.70830079359003
94,2.4708337486023084
95,43.13929987056181
96,66.46750939113262
97,32.766616741742475
98,61.468256676732565
99,3.192325798701495
100,53.79626654069871
101,27.55844160229899
102,4.698463807906956
103,4.854840825125575
104,4.852111162641085
105,29.9534037347883
106,30.566817586123943
107,5.498770771827549
108,26.984306213166565
109,3.986058140930254
110,6.897345892712474
111,6.223496337607503
112,31.847332067787647
113,32.077334390547186
114,583.4394135059323
115,28.96657861210406
116,24.74515596004203
117,48.98663233561092
118,540.0109063155717
119,5.433122501149773
120,392.3640163630247
121,24.474372793640942
122,5.3554984703776425
123,60.43916213586927
124,22.69158680345863
125,355.669340393506
126,20.203743661544287
127,38.08506891783327
