,Reward
0,413.1441816644197
1,889.4418378399573
2,246.82140515983863
3,153.14086076091507
4,2710.720652160384
5,48006.09929527591
6,1939.919697138408
7,8802.076967325627
8,14100.468548361387
9,14263.146557587075
10,19696.451385983895
11,1045.64239048289
12,9.696841732539983
13,10.082276195351032
14,8.024434527440361
15,8.924369839262392
16,10.919851443653775
17,10.909700359694568
18,15.879199285232058
19,12.836601949791426
20,6.9387969371505145
21,14.980633936869667
22,15.363620879079015
23,14.45334870396007
24,13.550671984417006
25,22.92139339384096
26,19.973312993744237
27,237759.12005016854
28,81729.96155692142
29,18888.6817921637
30,2402.5424323734715
31,4121.462935639632
32,49176.434666259986
33,9421.372195938075
34,1009.5376604558533
35,432.74076906306726
36,301.0474436275642
37,277.1871261486629
38,305.57004670361835
39,458.7538889474255
40,3571.4179173059124
41,12523.010733932486
42,2983.5519058663826
43,255.95109430511553
44,297.62538127242317
45,310.53651344610137
46,2601.7258534794796
47,215.85946064779532
48,218.82367900043718
49,283.64049061067533
50,555.0522258496046
51,1300.0439968116261
52,238.07612416265223
53,512.369445622621
54,960.5652174366995
55,7231.075316411314
56,166.6228898551372
57,245.19672300965286
58,520.1712183542746
59,380.97442280246565
60,332.9288804568595
61,2017.4347089517996
62,2763.2102724923484
63,1083.6235256143038
64,308.6072650246786
65,3200.3397554323283
66,354.2069440525205
67,2457.899242356089
68,327.39941758726985
69,246.01920215575146
70,1259.104219622966
71,178.5402403400973
72,227.7193457770561
73,2636.636499837499
74,610.1511134444215
75,325.43172160545134
76,349.83732046580474
77,272.37761868270525
78,304.8239755639797
79,292.76510663134803
80,333.0568545187617
81,220.21821712355924
82,274.77287480331313
83,3840.881261242649
84,2115.783898104701
85,2985.833812972042
86,364.4577851794306
87,1004.2661323941255
88,201.6775599075536
89,273.54553931976164
90,254.58882608292305
91,880.3312333557665
92,9514.033016135869
93,430.43069675976375
94,539.0572465789793
95,2486.543885382926
96,2089.266352635632
97,640.3014441669098
98,7.5238526187781325
99,10.166632961805172
100,6.434981913875109
