,Reward,Average Reward
0,386.672617637105,386.672617637105
1,13.0998150765682,13.0998150765682
2,27.3754290934059,27.3754290934059
3,160.556975724291,160.556975724291
4,529.865302967463,223.514028099767
5,144.903025556908,175.160109683727
6,887.118641956793,349.963875059772
7,491.482065544745,442.78520235004
8,876.59372432104,585.99255206939
9,139.17709811507,507.854911098911
10,900.213315802321,658.916969147994
11,40.9676809328552,489.686776943206
12,110.562081379562,413.502780110169
13,763.995667234777,390.983168692917
14,123.402383200531,387.828225710009
15,1161.44581450795,440.074725451135
16,9.83807068758888,433.848803402082
17,18.0196723977671,415.340321605723
18,217.644671610668,306.070122480901
19,2077.41243267748,696.87213237629
20,722.4790285503,609.07877518476
21,63.1909418713867,619.74934942152
22,168.809799647456,649.907374871457
23,1008.76676205583,808.131792960489
24,349.360378378019,462.521382100598
25,981.597068506759,514.344990091889
26,1605.08238776023,822.723279269658
27,64.358206959671,801.832960732101
28,231.506436145833,646.380895550102
29,798.455435572264,736.199906988951
30,602.841499140994,660.448793115799
31,485.334094436012,436.499134450955
32,1236.84384841697,670.996262742414
33,11.1140463627483,626.917784785797
34,41.9409640492202,475.614890481189
35,126.825031338239,380.411596920638
36,707.274073714535,424.799592776342
37,1034.16178955945,384.263181004838
38,71.6169797520248,396.363767682694
39,155.782229533383,419.132020779526
40,644.183799586051,522.603774429089
41,655.729801066098,512.294919899401
42,433.679631820822,392.198488351676
43,2144.30799146465,806.7366906942
44,267.385380765559,829.057320940635
45,1510.9526500432,1002.41109103207
46,70.4090773304776,885.346946284942
47,449.227092235407,888.456438367859
48,992.264888814987,658.047817837927
49,71.6432415464687,618.899389994109
50,329.416756325401,382.592211250548
51,704.881165876653,509.486628959783
52,694.161459935109,558.473502499724
53,129.338204618573,385.888165660441
54,896.807796195523,550.921076590252
55,1012.03482747447,687.444690820065
56,230.875191981644,592.643496041063
57,546.571356350036,563.125475324048
58,568.863452296332,651.0305248596
59,470.240267971125,565.717019214721
60,401.638946059166,443.637842931661
61,900.582969210932,577.579398377518
62,385.062934322531,545.277713972017
63,676.111811879067,566.727385888564
64,685.230725783956,609.72547745113
65,60.5680333892314,541.511294917143
66,409.751065447869,443.344914164531
67,2402.623354999,846.856998299824
68,205.480685707879,752.730773065586
69,545.670023777414,724.818632664278
70,251.205671385778,762.946160263587
71,821.96012424995,845.387972024004
72,67.5882469260366,378.380950409411
73,206.722979163956,378.629409100627
74,1313.26648880829,532.148702106801
75,60.1337169369702,493.93431121704
76,438.579303299285,417.258147026907
77,267.030785706886,457.146654783077
78,1229.00826281495,661.603711513277
79,35.8251090571485,406.115435563049
80,115.459178815925,417.18052793884
81,385.803323301587,406.6253319393
82,393.963258713436,432.01182654061
83,554.335409174923,297.077255812604
84,1255.60514106323,541.03326221382
85,149.576159378312,547.856658326297
86,536.532976006499,578.002588867279
87,927.494435082443,684.708824141081
88,493.704791447587,672.582700595614
89,1367.78005880844,695.017684144657
90,231.853743967285,711.473201062451
91,199.939435603649,644.154492981881
92,305.90646151487,519.836898268366
93,5275.75931686151,1476.24780335115
94,1491.15896471279,1500.92358453202
95,997.108549739653,1653.9745456865
96,613.156778501828,1736.61801426613
97,745.796693671479,1824.59606069745
98,374.246136188895,844.29342456293
99,1209.91141169438,788.043913959247
100,42.2424723941106,597.070698490139
101,136.721922123938,501.783727214561
102,799.721192192404,512.568626918746
103,554.105339897863,548.540467660539
104,199.537632704068,346.465711862477
105,419.51950944078,421.92111927181
106,115.823255049696,417.741385856962
107,586.324083329718,375.061964084425
108,852.431460074851,434.727188119822
109,257.583622449692,446.336386068947
110,279.215861397223,418.275656460236
111,251.380819503997,445.387169351096
112,1778.68368121121,683.859088927396
113,130.486402467496,539.470077405925
114,350.162343247513,557.985821565489
115,1607.80627143122,823.703903572289
116,808.552454343287,935.138230540146
117,229.369607904361,625.275415878776
118,6082.9072129955,1815.75957798438
119,135.144053144339,1772.75591996374
120,904.748738630894,1632.14441340368
121,1016.2661686796,1673.68715627094
122,81.8252256539797,1644.17827982086
123,251.761803939036,477.94919800957
124,811.232908391101,613.166969058923
125,174.885515036796,467.194324340103
126,302.548250122092,324.450740628601
127,997.139920681714,507.513679634148
128,44.7242637700141,466.106171600343
129,128.327707536854,329.525131429494
130,448.680387081857,384.284105838506
131,1194.40250758415,562.654957330919
132,151.002123754294,393.427397945434
133,655.720624219653,515.626670035362
134,415.053760468632,572.971880621718
135,77.8401032903577,498.803823863418
136,211.663482956732,302.256018937934
137,1512.2025163387,574.496097454815
138,262.117090731355,495.775390757155
139,2722.7263715655,957.309912976529
140,60.7390822433133,953.88970876712
141,211.86825924202,953.930664024177
142,871.360895914756,825.762339939389
143,426.682489107119,858.675419614542
144,169.973937852865,348.124932872015
145,677.341412425295,471.445398908411
146,37.7676003190793,436.625267123823
147,181.54427509589,298.66194296005
148,810.234506108028,375.372346360231
149,8.10353628313034,342.998266046284
150,17.0377881247139,210.937541186168
151,76.1177477322428,218.607570668801
152,213.749511770861,225.048618003795
153,548.934919352336,172.788700652657
154,269.506506514939,225.069294699018
155,500.625983789554,321.786933831986
156,2838.53891285676,874.27116685689
157,40.9478599081887,839.710836484355
