,0
0,1.009485799074173
1,1.0057448267936706
2,1.076007902622223
3,1.0241682648658752
4,1.0608279511332512
5,1.1072298288345337
6,1.0615035578608514
7,0.9751936554908752
8,0.9589857712388039
9,1.1349148109555245
10,1.1545400738716125
11,1.10052684918046
12,1.1553963348269463
13,1.0671939812600613
14,1.3188115328550338
15,0.9314940717071295
16,0.6746973859146237
17,0.7579796142264967
18,0.7576929581351578
19,0.4060638271505013
20,0.2415861131830752
21,0.13952072975225746
22,0.3186857947381213
23,0.2769495039305184
24,0.09094993312028236
25,0.1177655361185316
26,0.0800057511034538
27,0.1500867777620442
28,0.14439320563178626
29,0.19496607845649122
30,0.11085499781620456
31,0.08247982065659017
32,0.10095661043305881
33,0.19214367982931435
34,0.1858103655665218
35,0.21116226697340607
36,0.20147820170714112
37,0.19276710057310992
38,0.3523667161120102
39,0.16723930863081476
40,0.13062196417304223
41,0.09466999217147531
42,0.210033462903084
43,0.27908004346536475
44,0.27333562581334264
45,0.17822543619840872
46,0.18348297666670987
47,0.27543255533091726
48,0.09777119007630972
49,0.1538356854391168
50,0.18418957265676
51,0.1652129365514156
52,0.2555550538469106
53,0.08087961999117396
54,0.14345274136867375
55,0.33813874248880893
56,0.5037830278277398
57,0.16720554495841497
58,0.07469355055654887
59,0.046380732260877265
60,0.24449740248164745
61,0.2975771926721791
62,0.18518202303130238
63,0.1298316183849238
64,26.35662712530111
65,19.724688042327763
66,16.78399752313271
67,15.049001067876816
68,15.904809860885143
69,4.486687576770782
70,3.8071503608487545
71,2.1487353863194585
72,2.356685073301196
73,23.35847836143221
74,2.3149267072877593
75,2.298835593741387
76,3.4430096461437643
77,2.8536820210516454
78,28.30564068015665
79,24.929776071570814
80,2.6827366605401037
81,2.919038809835911
82,2.119426858983934
83,1.3912375611253083
84,1.5601335391402245
85,1.5969521202147008
86,1.2222463216632604
87,21.224617700651287
88,2.34802601953852
89,1.5405768065713346
90,1.661219752486795
91,1.0413796812107647
92,21.725872108526527
93,1.7294318836182356
94,1.16067776940763
95,19.278001592750662
96,1.3665003217756748
97,1.2516432404052467
98,1.5808277723554056
99,1.1103516173548997
100,19.71081956222188
101,1.4402375987294362
102,0.6570199983369094
103,1.033326699223835
104,0.5851476872558123
105,1.3456830753944815
106,23.805532041937113
107,1.3672281227893108
108,0.9076459383708425
109,1.2219875636161306
110,0.8079493914730846
111,0.590568543639165
112,23.640557866374728
113,0.4905773253325606
114,1.0230934492079542
115,0.4784264176796569
116,0.46540962569415567
117,0.49542986597516575
118,0.6870385400485247
119,22.91034073306946
120,0.5632049636915326
121,0.8196604441851377
122,0.28011172637343407
123,0.3628421539324336
124,1.0095986069180072
125,0.31561896617058666
126,0.5043777070968645
127,19.684299239577104
128,0.7557059423066675
129,0.552896240298287
130,0.7976362901506946
131,0.1760972044024129
132,0.3359517534583574
133,0.7425447456538677
134,0.2669089734939917
135,0.25894666858948767
136,0.552331996610883
137,0.14443509506827468
138,0.2443904271149222
139,0.3956900599776418
140,0.15856252220692113
141,19.95111542264931
142,0.4645875241883914
143,0.10837732999934815
144,16.564402799645904
145,0.48407010230221204
146,0.3552750167786144
147,0.3547107140999287
148,0.3014075855258852
149,0.1854859405197203
150,0.28734364444389937
151,0.4751801019461709
152,0.20345991586800666
153,0.2699060052881578
154,0.5052553719666321
155,14.294179780298146
156,0.2826123785405798
157,0.5912102240137755
158,1.0166668667246994
159,0.2945085433908389
160,0.5865823498694226
161,0.30830293463659475
162,0.1703601886983961
163,0.7866735131596215
164,0.6973817967344076
165,0.5345053255056882
166,17.094438284918578
167,1.1732965911167412
168,1.3625986496917903
169,1.1269494545864291
170,0.6462734244531021
171,0.15623355795396493
172,0.2195277390361298
173,0.21906506159866695
174,0.31289849621243776
175,0.5665992384630953
176,19.37958152552601
177,0.823389881759067
178,0.4369116056495841
179,0.16057777824335062
180,0.07803738060756586
181,0.2666180219850503
182,0.13330289353034458
183,0.3665678326040506
184,0.3891956441631919
185,0.4350184922775952
186,17.88417984076805
187,0.11866169992717915
188,0.134270164713962
189,0.08875999891461106
190,0.33495746557891837
191,0.8239292908925563
192,0.06362877861247399
193,0.15483610774899717
194,0.30003916234491046
195,0.2524921861015173
196,0.10305737342059729
197,0.11926873392076232
198,0.11203200163436122
199,0.31673484038037714
200,0.3653446307129343
201,0.10850678383139893
202,0.19787887483034866
203,0.4327248515037354
204,0.29527561355434956
205,0.11913158381939866
206,0.13359412432910175
207,0.06197056541132042
208,0.1075309103456675
209,0.1260835720706382
210,0.07201235405809711
211,0.10554994797275867
212,0.08683281200765122
213,0.14082957446662475
214,0.142919423652711
215,0.07254359287007901
216,0.04072474462082028
217,0.03270744335604832
218,0.05590786763932556
219,17.04198057342728
220,0.10022138970671221
221,0.3606292484444566
222,0.27267681125667875
223,0.27100621613353726
224,0.16813067670009332
225,0.17067450020549585
226,0.19307295914768474
227,0.19314520886982792
228,0.35550548879582494
229,0.19819934444822138
230,0.2362742544923094
231,0.11936937471800775
232,0.025173788439497004
233,0.34788393846247345
234,0.3045951672596857
235,0.11926618165598483
236,0.1867496915976517
237,0.15230438710896124
238,0.186383250929066
239,0.2755210104805883
240,0.07006461087148637
241,0.25223075123831223
242,0.06845349529939995
243,0.09738220930348689
244,17.48266366376229
245,0.39053555757855063
246,0.1508834490145091
247,0.29594038763680147
248,0.444852809375152
249,0.1069387950545206
250,0.1351838230053545
251,0.11271306988128345
252,0.13894439908181083
253,0.1309621435124427
254,0.31349035773891953
255,0.1961602637253236
256,0.3489457167277578
257,0.09353956635750364
258,0.18717843955382704
259,0.32831301159458237
260,0.07261380618583643
261,0.35184533532883505
262,18.26877764640376
263,0.23717509993375643
264,14.46689559519291
265,0.9257863296195865
266,0.5440774174130638
267,0.3244817026730743
268,0.40981632517650723
269,0.37101335825864223
270,0.5515401209704578
271,0.47201938249636444
272,0.7725519781612092
273,16.820051057322416
274,0.3016497506061569
275,0.38323927568271754
276,0.38280016569187864
277,0.6070377736468799
278,0.7727813360317668
279,1.3386049926979466
280,0.26609312302898613
281,0.2957857407513075
282,0.16983079858473502
283,0.3268703296605963
284,0.6264113610552158
285,0.22619898868470045
