,Reward
0,81.36939174759983
1,296.35848794847044
2,179.52403713523552
3,167818.14835145915
4,311906.71137109783
5,403.9897224041874
6,459.1743380209545
7,421.38990537763675
8,493.1608819642361
9,483.2585323096868
10,561.9256261585041
11,431.4510009449197
12,430.25289966205895
13,408.40993204601614
14,542.831681344915
15,645.5721799305362
16,597.5728020665766
17,397.02963144842306
18,489.1135148498666
19,507.13765281504686
20,536.9349945282797
21,580.2355467475529
22,457.4678179765394
23,544.2889467966326
24,546.1462091228034
25,522.0007260501867
26,28695.497105961527
27,530.8350660809937
28,334.1411121185641
29,481.921766850481
30,535.5912827916383
31,22275.054577558
32,337.2668357750667
33,430.86051110136736
34,468.15233854860503
35,573.2800493336101
36,483.2455894244294
37,499.7501609389015
38,573.9966895438445
39,497.8699657541807
40,415.8397859604843
41,513.2582709172175
42,425.85793875407927
43,525.6931102610603
44,429.9654809202355
45,487.66851676441115
46,487.78904323445545
47,524.1249937354329
48,529.970366453063
49,596.0156245795679
50,392.91604372921523
