,Reward
0,28.71466751307656
1,12.506523138011602
2,11.594418966739328
3,19.764159279891366
4,25.30287672852485
5,17.60152738783787
6,17.24366258784579
7,39.15288001716952
8,10.941803791295799
9,16.159827638325474
10,12.291360369745796
11,17.82969203978018
12,13.50919293065048
13,21.9321993182756
14,16.33502907312117
15,11.223596326091842
16,9.589521291610115
17,6.7799317919889885
18,17.378695299476284
19,11.773901900937604
20,13.843639587154307
21,29.31159939096957
22,66.27132355559388
23,10.963737000922857
24,11.010975040862359
25,11.199257433392061
26,28.220123562708082
27,9.441542388460944
28,16.983763435523198
29,7.17682171594055
30,11.56865754807864
31,18.122022059096288
32,5.033128040278375
33,8.80231971941084
34,7.117303127820051
35,5.660202437752496
36,32.8410802589272
37,20.285833459739298
38,10.98266801919709
39,16.478381879418635
40,13.53654197425551
41,5.757147890488765
42,19.336262012084724
43,9.538460557709168
44,14.758561372784735
45,12.386320497609644
46,21.685725908056355
47,12.795802807894887
48,39.36934157809396
49,6.7549200705983266
50,7.0475107196311
51,8.52786742140002
52,14.7606188766201
53,12.394362429217848
54,16.062839387626305
55,57.38502427501437
56,20.07017769840134
57,19.037106367221046
58,23.340654128948717
59,18.65630805455978
60,6.455665068745844
61,8.1236037172425
62,39.304418428900654
63,7.774346022704018
64,28.12251205630839
65,37.97879600631836
66,9.96999624027712
67,6.948009044147253
68,9.923443966153087
69,10.277268854783998
70,20.623286986824752
71,10.494637575746188
72,13.268457814911239
73,6.522656433006242
74,7.995107468091685
75,10.231070159368336
76,28.406859888995598
77,15.414989428943066
78,7.424749156935196
79,8.976622767327154
80,20.520761600156597
81,14.452152719406545
82,21.050139556943268
83,13.583687069439547
84,8.029854757470721
85,38.30188164825442
86,11.291567436157651
87,22.765334767843353
88,21.204203945604693
89,25.807329531808094
90,13.613894585643012
91,12.574797728007963
92,9.017179151378766
93,93.95857206811857
94,9.822401879072764
95,22.589429461857726
96,11.350783648613993
97,10.20721754961404
98,20.669841374819534
99,22.730867418779727
100,10.968112338298031
101,76.43913332456196
102,22.204725073469046
103,31.07563039502037
104,10.496678557679084
105,16.44403388572897
106,45.474818660879684
107,28.54185698840317
108,20.762163808615462
109,14.253267122772384
110,11.970818997694833
111,8.16862727441747
112,17.70548872321941
113,9.758281673427563
114,19.1872113722217
115,15.510304334949794
116,6.452595410427512
117,8.09271040163592
118,21.799295714687695
119,8.535631595456081
120,12.129445131373105
121,33.12946567382433
122,15.905969599917974
123,23.006480852441822
124,12.766791646705542
125,7.712363011009966
126,16.729227908785624
127,14.33142391076297
128,11.26449104470003
129,16.853561762513483
130,9.735339239600027
131,27.39290907107865
132,24.761773240849354
133,9.528349364161269
134,13.574110417634717
135,10.440927838565035
136,10.678323264081476
137,12.969644266052766
138,11.772245061370656
139,16.059233678508146
140,36.483023787688055
141,23.30873747821752
142,37.984365299880125
143,14.9797047848375
144,8.067540403453021
145,16.621747908090335
146,13.885310264945025
147,5.5759877089867205
148,22.917833070688495
149,16.996040119490985
150,20.08360139107139
151,11.058476730343948
152,11.167006097404482
153,15.536529465369359
154,14.743225099112772
155,15.82923601857193
156,9.76202119631636
157,9.330547376619252
158,10.676464254752911
159,11.646733206163907
160,12.097743392587045
161,10.786038792946515
162,18.206588263257924
163,25.860721425299047
164,10.263973766548379
165,9.997228807503692
166,16.45214823460519
167,14.394662984272191
168,31.68407371126999
169,18.981944224968355
170,8.624381538337348
171,13.111008297246284
172,6.986984625537492
173,14.602415353058596
174,28.574537045059177
175,9.44646264321926
176,23.110005452485453
177,6.545501833560825
178,19.13199997906065
179,10.53278362038666
180,6.578938763274515
181,6.922971728198541
182,22.34794785057607
183,9.940275098064863
184,19.48965370208656
185,20.430839945525836
186,9.591125912518127
187,19.962841709263245
188,36.7233279679242
189,20.042694716345718
190,6.260556327006977
191,30.63082785848584
192,17.378835462841096
193,17.655533770705386
194,11.48522167846001
195,27.106696485709826
196,37.97940985759431
197,6.804950538541929
198,12.27547087094504
199,26.96490366563151
200,16.317334881754878
